,fold,precision,recall,f1-score,support,total
0,1,1.0,0.7613636363636364,0.8645161290322582,88.0,386.0
1,2,0.9264705882352942,0.7159090909090909,0.8076923076923077,88.0,386.0
2,3,0.9642857142857143,0.6136363636363636,0.75,88.0,386.0
3,4,1.0,0.6551724137931034,0.7916666666666666,87.0,386.0
4,5,1.0,0.7011494252873564,0.8243243243243243,87.0,386.0
