,fold,precision,recall,f1-score,support,total
0,1,0.9772727272727273,0.7962962962962963,0.8775510204081632,108.0,396.0
1,2,0.9545454545454546,0.7850467289719626,0.8615384615384615,107.0,396.0
2,3,0.9655172413793104,0.7850467289719626,0.865979381443299,107.0,396.0
3,4,0.9655172413793104,0.7850467289719626,0.865979381443299,107.0,396.0
4,5,0.9565217391304348,0.822429906542056,0.8844221105527639,107.0,395.0
