,fold,precision,recall,f1-score,support,total
0,1,1.0,0.8466666666666667,0.9169675090252708,150.0,531.0
1,2,1.0,0.7533333333333333,0.8593155893536121,150.0,531.0
2,3,1.0,0.8466666666666667,0.9169675090252708,150.0,531.0
3,4,1.0,0.7666666666666667,0.8679245283018869,150.0,530.0
4,5,1.0,0.7533333333333333,0.8593155893536121,150.0,530.0
