,fold,precision,recall,f1-score,support,total
0,1,0.9855072463768116,0.6601941747572816,0.7906976744186047,103.0,394.0
1,2,0.9014084507042254,0.6213592233009708,0.735632183908046,103.0,394.0
2,3,0.8636363636363636,0.5533980582524272,0.6745562130177515,103.0,394.0
3,4,0.9285714285714286,0.6310679611650486,0.7514450867052024,103.0,393.0
4,5,0.9137931034482759,0.5196078431372549,0.6625,102.0,393.0
