,fold,precision,recall,f1-score,support,total
0,1,0.983957219251337,0.6174496644295302,0.7587628865979382,298.0,1176.0
1,2,0.9747474747474747,0.6476510067114094,0.7782258064516129,298.0,1176.0
2,3,0.9646464646464646,0.6409395973154363,0.7701612903225806,298.0,1175.0
3,4,0.9846938775510204,0.6498316498316499,0.7829614604462475,297.0,1175.0
4,5,0.9653465346534653,0.6565656565656566,0.781563126252505,297.0,1175.0
